,House_door_model,architecture_acreage,within_acreage,Building_head,decorate_situation,heating_method,period_int,floor,Family_structure,building_types,building_age,building_structure,Ladder_household_proportion,Equipped_elevator,house_id,listing_time,house_age,Trading_ownership,usage_house,houseing_belog,house_site,bargain_time,bargain_price,unit_price,listing_price,bargain_day_num,adjust_price,take_look,attention,view_count
71,2室1厅1厨1卫        ,59㎡          ,暂无数据         ,东   ,其他     ,        ,70年           ,高楼层(共9层)          ,平层              ,塔楼       ,1998 ,钢混结构  ,一梯六户           ,有           ,108200001464          ,2018-05-24         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,紫竹苑 2室1厅 59平米,2018.10.20 成交,155,26272,166,150,0,0,29,1787
72,2室2厅1厨1卫        ,68㎡          ,暂无数据         ,东   ,简装     ,        ,70年           ,低楼层(共18层)          ,平层              ,塔楼       ,2004 ,钢混结构  ,两梯六户           ,有           ,108200024413          ,2018-04-29         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,金碧雅苑 2室2厅 68平米,2018.10.21 成交,243,35736,258,175,1,0,38,2668
73,2室1厅1厨1卫        ,74.61㎡          ,暂无数据         ,北   ,精装     ,        ,40年           ,高楼层(共31层)          ,平层              ,塔楼       ,未知 ,钢混结构  ,两梯六户           ,有           ,108400052755          ,2018-08-30         ,暂无数据       ,商品房          ,商住两用          ,非共有           ,合景天峻广场 2室1厅 74.61平米,2018.10.21 成交,75.4,10105,82.1,52,1,0,0,暂无数据
74,2室1厅1厨1卫        ,63㎡          ,暂无数据         ,东北   ,简装     ,        ,70年           ,高楼层(共11层)          ,平层              ,塔楼       ,2004 ,钢混结构  ,一梯四户           ,有           ,108200025061          ,2018-03-15         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,金碧新城 2室1厅 63平米,2018.10.21 成交,203,32223,208,220,1,0,56,1583
75,2室2厅1厨1卫        ,78.33㎡          ,62.39㎡         ,西南   ,其他     ,        ,70年           ,低楼层(共19层)          ,平层              ,塔楼       ,2007 ,钢混结构  ,两梯八户           ,有           ,108400066493          ,2018-09-15         ,满五年       ,商品房          ,普通住宅          ,共有           ,新世界逸彩庭园 2室2厅 78.33平米,2018.10.21 成交,260,33193,280,37,0,0,27,1220
76,2室1厅1厨1卫        ,55㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,2008 ,钢混结构  ,一梯三户           ,无           ,108400077222          ,2018-09-28         ,满五年       ,商品房          ,普通住宅          ,非共有           ,景泰新村景泰直街 2室1厅 55平米,2018.10.21 成交,150,27273,153,23,1,0,13,508
77,车位        ,12㎡          ,暂无数据         ,东   ,其他     ,        ,50年           ,地下室(共1层)          ,暂无数据              ,暂无数据       ,未知 ,钢混结构  ,暂无数据           ,暂无数据           ,108400104055          ,2018-10-20         ,暂无数据       ,商品房          ,车库          ,暂无数据           ,骏景花园 车位 12平米,2018.10.21 成交,30,25000,30,1,0,0,0,暂无数据
78,3室2厅1厨2卫        ,129.83㎡          ,109.99㎡         ,南   ,精装     ,        ,70年           ,中楼层(共20层)          ,暂无数据              ,塔楼       ,2003 ,钢混结构  ,两梯六户           ,有           ,108400084066          ,2018-10-07         ,满五年       ,商品房          ,普通住宅          ,非共有           ,骏景花园 3室2厅 129.83平米,2018.10.21 成交,596,45907,650,14,1,0,9,474
79,3室2厅1厨2卫        ,114.37㎡          ,99.02㎡         ,东南   ,精装     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1999 ,钢混结构  ,一梯两户           ,有           ,108400100891          ,2018-10-17         ,满五年       ,商品房          ,普通住宅          ,共有           ,黄石小区 3室2厅 114.37平米,2018.10.21 成交,410,35849,420,4,0,0,2,90
80,3室2厅1厨3卫        ,146.7㎡          ,123.4㎡         ,西南 东北   ,精装     ,        ,70年           ,中楼层(共18层)          ,暂无数据              ,板楼       ,2001 ,钢混结构  ,一梯四户           ,有           ,108400087992          ,2018-10-12         ,满五年       ,商品房          ,普通住宅          ,非共有           ,广州星河湾荟心园 3室2厅 146.7平米,2018.10.21 成交,535,36469,558,9,1,0,0,25
81,2室2厅1厨1卫        ,58.7㎡          ,暂无数据         ,北   ,简装     ,        ,70年           ,高楼层(共4层)          ,平层              ,板楼       ,1995 ,钢混结构  ,一梯一户           ,无           ,108200005463          ,2018-02-26         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,祈福新村湖景居 2室2厅 58.7平米,2018.10.21 成交,160,27258,165,237,1,0,105,1797
82,3室2厅1厨1卫        ,81.73㎡          ,81.73㎡         ,南 北   ,其他     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,板楼       ,1976 ,钢混结构  ,一梯两户           ,无           ,108400063596          ,2018-09-12         ,满五年       ,商品房          ,普通住宅          ,非共有           ,石化生活区 3室2厅 81.73平米,2018.10.21 成交,218,26674,238,40,1,0,9,1384
83,1室1厅1厨1卫        ,41.72㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共4层)          ,暂无数据              ,板楼       ,未知 ,钢混结构  ,一梯一户           ,暂无数据           ,108400035319          ,2018-08-10         ,满五年       ,商品房          ,普通住宅          ,非共有           ,江南大道中 1室1厅 41.72平米,2018.10.21 成交,117,28045,120,73,1,0,141,2783
84,3室1厅1厨1卫        ,83㎡          ,暂无数据         ,西南   ,简装     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,2008 ,钢混结构  ,一梯四户           ,无           ,108200021109          ,2018-05-05         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,景泰新村景泰直街 3室1厅 83平米,2018.10.21 成交,229,27591,236,170,1,0,10,1764
85,3室1厅1厨1卫        ,89.9㎡          ,81.23㎡         ,南 北   ,其他     ,        ,70年           ,高楼层(共5层)          ,暂无数据              ,板楼       ,1998 ,钢混结构  ,一梯四户           ,无           ,108400064788          ,2018-09-13         ,满五年       ,商品房          ,普通住宅          ,共有           ,暨南大学宿舍苏州苑 3室1厅 89.9平米,2018.10.21 成交,450,50056,490,39,1,0,7,737
86,2室2厅1厨1卫        ,67㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1999 ,钢混结构  ,一梯三户           ,无           ,108400091499          ,2018-10-16         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,乐意居花园 2室2厅 67平米,2018.10.21 成交,261.8,39075,270,6,0,0,0,暂无数据
87,2室1厅1厨1卫        ,64.99㎡          ,暂无数据         ,西   ,其他     ,        ,70年           ,高楼层(共9层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,无           ,108200012535          ,2018-07-01         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,广花五路新市新街 2室1厅 64.99平米,2018.10.22 成交,136,20927,136.2,113,1,0,9,1593
88,2室1厅1厨1卫        ,61.79㎡          ,56.16㎡         ,北   ,精装     ,        ,70年           ,高楼层(共8层)          ,暂无数据              ,塔楼       ,2005 ,钢混结构  ,一梯三户           ,无           ,108400084322          ,2018-10-08         ,满五年       ,商品房          ,普通住宅          ,共有           ,万华花园 2室1厅 61.79平米,2018.10.23 成交,230,37223,230,16,1,0,7,364
89,2室1厅1厨1卫        ,50.14㎡          ,暂无数据         ,北   ,精装     ,        ,70年           ,中楼层(共4层)          ,平层              ,板楼       ,未知 ,钢混结构  ,一梯十二户           ,无           ,108400005354          ,2018-07-06         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,尚东阳光雅苑 2室1厅 50.14平米,2018.10.22 成交,118,23535,118,108,1,0,143,2061
90,2室1厅1厨1卫        ,77.42㎡          ,54.02㎡         ,南   ,精装     ,        ,70年           ,中楼层(共30层)          ,暂无数据              ,塔楼       ,2012 ,钢混结构  ,五梯四十户           ,有           ,108400091121          ,2018-10-16         ,满两年       ,商品房          ,普通住宅          ,共有           ,纵横国际公寓 2室1厅 77.42平米,2018.10.23 成交,310,40042,310,7,1,0,8,41
91,2室1厅1厨1卫        ,71.3㎡          ,66.35㎡         ,西北   ,其他     ,        ,70年           ,高楼层(共6层)          ,暂无数据              ,塔楼       ,1998 ,钢混结构  ,一梯四户           ,无           ,108400090881          ,2018-10-16         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,广州碧桂园雅苑 2室1厅 71.3平米,2018.10.23 成交,199,27911,203,7,1,0,9,197
92,3室2厅1厨1卫        ,100.27㎡          ,暂无数据         ,北   ,其他     ,        ,70年           ,高楼层(共28层)          ,暂无数据              ,塔楼       ,2008 ,钢混结构  ,两梯六户           ,有           ,108400086846          ,2018-10-11         ,满两年       ,商品房          ,普通住宅          ,非共有           ,雅居乐锦城花语集 3室2厅 100.27平米,2018.10.23 成交,188,18750,190,12,0,0,1,266
93,3室1厅1厨1卫        ,50.8㎡          ,45.9㎡         ,东北   ,其他     ,        ,70年           ,高楼层(共9层)          ,暂无数据              ,塔楼       ,1999 ,钢混结构  ,一梯六户           ,无           ,108400041621          ,2018-08-17         ,满五年       ,商品房          ,普通住宅          ,非共有           ,广园云苑新村 3室1厅 50.8平米,2018.10.23 成交,185,36418,165,67,1,0,149,2257
94,车位        ,12㎡          ,暂无数据         ,南   ,其他     ,        ,50年           ,地下室          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,暂无数据           ,暂无数据           ,108400100549          ,2018-10-17         ,暂无数据       ,商品房          ,车库          ,暂无数据           ,万科城市花园 车位 12平米,2018.10.19 成交,29,24167,30,3,0,0,0,暂无数据
95,3室1厅1厨1卫        ,77㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共8层)          ,平层              ,塔楼       ,1986 ,钢混结构  ,一梯八户           ,暂无数据           ,108400085974          ,2018-10-10         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,松柏新村 3室1厅 77平米,2018.10.13 成交,158,20520,160,4,0,0,0,暂无数据
96,1室1厅1厨1卫        ,47.83㎡          ,47.83㎡         ,南   ,其他     ,        ,70年           ,中楼层(共7层)          ,暂无数据              ,塔楼       ,2006 ,钢混结构  ,一梯两户           ,无           ,108400021093          ,2018-07-25         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,百事佳新村B区 1室1厅 47.83平米,2018.10.13 成交,126,26344,135,81,1,0,5,1405
97,1室1厅1厨1卫        ,31.85㎡          ,暂无数据         ,南   ,简装     ,        ,70年           ,低楼层(共12层)          ,暂无数据              ,塔楼       ,1997 ,钢混结构  ,两梯十二户           ,有           ,108400015378          ,2018-07-18         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,均益大厦 1室1厅 31.85平米,2018.10.13 成交,256,80377,280,87,1,0,3,1576
98,2室1厅1厨1卫        ,37㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共7层)          ,暂无数据              ,塔楼       ,2008 ,钢混结构  ,一梯四户           ,无           ,108400056972          ,2018-09-04         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,景泰新村景泰西七巷 2室1厅 37平米,2018.10.13 成交,114.5,30946,118,39,1,0,1,暂无数据
